REVIEW_PANEL|MEDICALSPECIALTY|PRODUCTCODE|DEVICENAME|DEVICECLASS|UNCLASSIFIED_REASON|GMPEXEMPTFLAG|THIRDPARTYFLAG|REVIEWCODE|REGULATIONNUMBER|SUBMISSION_TYPE_ID|DEFINITION|PHYSICALSTATE|TECHNICALMETHOD|TARGETAREA|Implant_Flag|Life_Sustain_support_flag
NE|NE|OLY|Magnetoencephalograph|2||N|Y||882.1400|1|Acquire, display, store, and archive biomagnetic signals produced by electrically active nerve tissue in the brain to provide information about the location of active nerve tissue responsible for certain brain functions relative to brain anatomy.|Magnetoencephalograph recording device (hardware, basic software)|Uses a helmet with sensors to record the magnetic activity of the brain|Brain|N|N
NE|NE|OLZ|Automatic Event Detection Software For Polysomnograph With Electroencephalograph|2||N|N||882.1400|1|Automatically mark electroencephalograph and polysomongraph signals in order to aid in identification of such events and annotation of prolonged PSG traces; Automatically calculate simple measures obtained from recorded signals (e.G. Magnitude, time, frequency and simple statistical measures of marked events); All output subject to verification by qualified user|Electroencephalograph analysis software.  Does NOT include electrodes, electroencephalograph hardware, polysomnograph hardware, or basic electroencephalograph/polysomnograph software (e.g. used to display, store, archive, or manually annotate data).|Uses software algorithms to analyze electroencephalograph and polysomnograph waveforms and automatically identify areas of interest to the user|Brain|N|N
NE|NE|OMA|Amplitude-Integrated Electroencephalograph|2||N|Y||882.1400|1|Measure and record electrical activity of the brain by acquisition of amplitude-integrated electroencephalograph (electroencephalograph signals that have been filtered and displayed in a specific manner).|May include standard electroencephalograph recording hardware (e.g. headbox, cables, computer, monitor, wireless) and basic software (e.g. used to display, store, archive, or manually annotate data).  Does NOT include electrodes, more complex software used to analyze the amplitude-integrated electroencephalograph signal, software used to automatically detect events, electroencephalograph used for polysomnography or sleep studies, or standard electroencephalograph (full- or reduced- montage).|Uses a specific combination of filters, a semi-logarithmic scale and bipolar electrode placements (via user-specified  and/or sponsor-specified locations), to record and display electrical activity of the brain.|Brain|N|N
NE|NE|OMB|Automatic Event Detection Software For Full-Montage Electroencephalograph|2||N|N||882.1400|1|Automatically mark or identify electroencephalograph waveforms for spikes, electrographic seizures, seizure-like events in order to aid in identification of such events and help review and annotation of prolonged EEG traces; All output subject to verification by qualified user|Electroencephalograph analysis software.  Does NOT include electrodes, electroencephalograph hardware, basic electroencephalograph software (e.g. used to display, store, archive, or manually annotate data),  or automatic event detection software used as an intermediary step in source-localization analysis.|Uses software algorithms to analyze full-montage electroencephalograph (16 electrodes) at user-specified locations and automatically identify areas of interest.|Brain|N|N
NE|NE|OMC|Reduced- Montage Standard Electroencephalograph|2||N|Y||882.1400|1|Acquire, display, store, and archive electroencephalographic signals from the brain using a user-specified and/or sponsor-specified locations with a reduced array (i.e. less than < 16) of electrodes|May include standard EEG recording hardware (e.g. headbox, cables, CPU, monitor and basic software (needed to display, store and archive EEG and allow user-only annotation and marking); does NOT include electrodes, more complex software used to analyze EEG or automatically detect events, EEG used for PSG or sleep studies, or EEG with > 16 electrodes or more electrodes.|Uses electrodes (less than < 16) placed on the scalp or within the brain, via user-specified  and/or sponsor-specified locations, to record and display electrical activity of the brain|Brain|N|N
NE|NE|ONN|Intraoperative Orthopedic Joint Assessment Aid|2||N|Y|M|882.4560|1|Measurement and interpretation of orthopedic joint information.|Measurement transducer, central processing unit, and user interface.|The system analytically measures the joint state and interprets the measurements using a software algorithm to aid in the positioning of an implant system.|Orthopedic joint.|N|N
NE|NE|ORT|Burst Suppression Detection Software For Electroencephalograph|2||N|N||882.1400|1|Automatically mark or identify electroencephalograph waveforms for rhythmic patterns of burst suppression in order to aid in identification of such events and help in the review and annotation of prolonged EEG traces; software can also quantify simple characteristics of the burst suppression such as inter-burst interval or count; all output subject to verification by qualified user.|Electroencephalograph analysis software.  Does NOT include electrodes, electroencephalograph hardware, basic electroencephalograph software (e.g. used to display, store, archive, or manually annotate data), automatic event (i.e., seizure) detection software or automatic event-detection software used as an intermediary step in source-localization analysis.|Uses simple, transparent software algorithms to analyze any size montage (full or reduced) for burst suppression patterns and automatically identify areas of interest or quantify pattern characteristics.|Brain|N|N
NE|NE|OSG|Piezo-Electric Stimulator For Relief Of Mosquito Bite Itch|2||N|N||882.5894|4|Relief / Reduction of Mosquito Bite Itch|The device is hand-held, composed of an insulated housing which contains a piezo-electric crystal and conductive elements to deliver charge to the skin, as well as a moving mechanical part to allow the intended user to generate the force to produce the electrical charge.|Electrical charge, generated via piezo-electric crystal, delivered transcutaneously at the site of the mosquito bite. The piezo-electric crystal generates electrical charge by the application of a manual mechanical force.|Intended to be placed on the skin, at the site of a mosquito bite.|N|N
NE|NE|PAV|Catheter, Neuro-Vasculature, Occluding Balloon|f||N|N||882.5150|6|Used to obstruct lower aortic blood flow to augment cerebral perfusion.|A multi-lumen catheter with two balloons mounted near the distal tip|Temporary balloon inflation in the descending aortic artery obstructs or redirect blood flow|Double balloon catheter deployed in the descending aortic artery and hypothesized to increase cerebral blood flow|N|N
NE|NE|PBJ|Cranial Distraction System|2||N|N||882.5330|1|A cranial distraction system is a metal device intended to establish osteodistraction and bone growth in the skull.  The bone segments are attached to the plate with screws to prevent movement of the segments.|May include: distractors, distraction plates, spacers, screws and instrumentation|Bone segments are attached to the plate with screws to prevent movement of the segments.|Cranium, skull|Y|Y
NE|NE|PCB|External Cerebrospinal Fluid (Csf) Diversion|2||N|N||882.5560|1|Cerebrospinal fluid (CSF) diversion intended to alter spinal cord perfusion.|CSF drainage system.|Diverts CSF in order to alter spinal cord perfusion pressures.|Central nervous system (CNS) subarachnoid and ventricular space.|N|N
NE|NE|PCC|Stimulator, Nerve, Electrical, Transcutaneous, For Migraine|2||N|N||882.5891|1|Used to apply an electrical current to a patient's cranium through electrodes placed on the skin.|Electrical stimulation unit with leads and cutaneous electrodes.|Applies an electrical current through electrodes on patient's skin.|Afferent cranial nerves.|N|N
NE|NE|PIW|Brain Injury Adjunctive Interpretive Electroencephalograph Assessment Aid|2||N|N||882.1450|1|A prescription device that uses a patient¿s electroencephalograph (EEG) to provide an interpretation of the structural condition of the patient¿s brain in the setting of trauma.  The Brain Injury Adjunctive Interpretive EEG Assessment Aid is for use as an adjunct to standard clinical practice only as an assessment aid for a medical condition for which there exists other valid methods of diagnosis.|Handheld EEG recording device, electrodes, and data analysis software|Software analysis of EEG signals|Forehead, scalp|N|N
NE|NE|PIY|Stainless Steel Instrument, Shunt System Implantation|1||N|N||882.4545|4|A stainless steel shunt system implantation instrument is an instrument made entirely of stainless steel used in the implantation of cerebrospinal fluid shunts, and includes tunneling instruments for passing shunt components under the skin.|Instrument|The device is used as an instrument to place cerebrospinal fluid shunts.|Cranium, Skull|N|N
NE|NE|PJM|Filler, Bone Void, Alterable Compound For Cranioplasty|2||N|N||882.5320|1|An alterable cranial bone void filler is a device intended to be a bone substitute for the replacement of bony voids, defects, and contour irregularities in non-load bearing regions of the cranial skeleton, and are not intrinsic to the stability of the bony structure. The device is constructed from a material (e.g., calcium, polymer synthetic-based, etc.) that can be reshaped or altered at the time of surgery or after implantation without changing the chemical behavior of the material.|Preformed Implant|The device is implanted in the bony void and may be secured using plates and screws to prevent the movement of the cranial bone void filler.|Cranium, Skull|Y|N
NE|NE|PJN|Filler, Bone Void, Nonalterable Compound For Cranioplasty|2||N|N||882.5330|1|A nonalterable cranial bone void filler is a device that is created from patient-specific computerized tomography (CT) imaging data and intended to fill bony voids, defects, and contour irregularities in non-load bearing regions of the cranial skeleton, and are not intrinsic to the stability of the bony structure. The materials used (e.g., metals, polyether ether ketone (PEEK), etc.) in the construction of the nonalterable cranial bone void fillers are not resorbable and cannot be altered or reshaped at the time of surgery or after implantation without changing the chemical behavior of the material.|Manufactured as Patient-Specific Preformed Implant|The device is implanted in the bony void and may be secured using plates and screws to prevent the movement of the cranial bone void filler.|Cranium, Skull|Y|N
NE|NE|PKQ|Computerized Cognitive Assessment Aid|2||N|N||882.1470|1|The computerized cognitive assessment aid provides clinicians in a healthcare setting with objective measurements of cognitive function as a screening aid in the assessment of adults 55 years of age and older. This is done for the purpose of identifying a potential decline in cognitive function relative to baseline test performance of other age-normal adults, referring those adults for further testing where warranted, and monitoring changes in cognitive function over time|Computer-administered battery of cognitive tests, computer keyboard, computer screen.|Uses a battery of objective cognitive tests delivered by computer software to determine an individual's current level of cognitive functioning.|Brain|N|N
NE|NE|PLU|Thermal System For Insomnia|2||N|N||882.5700|1|A thermal system for insomnia is a prescription device for use in patients with insomnia that is used to apply a specified temperature to the skin surface.|Applies a specified temperature to the skin surface in patients with insomnia.|Applies a specified temperature to the skin surface in patients with insomnia.|Skin surface.|N|N
NE|NE|PNA|Evoked Photon Image Capture Device|1||N|N||882.1561|1|The System reports two sets of numbers under two different conditions, one with capacitive barrier to minimize the effect of variables such as oils and sweat on the image and one without the capacitive barrier. The response scale reports numerical measures of electrophysiological signals emanating from the skin.  The device is limited to use as a measurement tool and is not intended for diagnostic purposes or for influencing any clinical decisions. This device is only to be used to image and document electrophysiological signals emanating from the skin.|The system includes the following components: (1) The Device, (2) Power cord, (3) USB external cable, (4) Electrode cover, (5) Finger shroud, (6) Reference probe, (7) Reference probe cable, (8) Reference probe shroud, (9) Instructions for Use, (10) Computer All-In-One System or Laptop with Software installed, (11) Keyboard and mouse, (12) USB hardware key, (13) Capacitive barriers, (14) Cleaning cloths, and (15) Alcohol swabs|The System consists of the hardware attached to a computer/software system. The measurements are digital photographs acquired when placing a fingertip in contact with a glass electrode. A series of electrical impulses are applied to the glass electrode generating a localized electromagnetic field around the fingertip. Under the influence of this field, an image is generated.|finger tips|N|N
NE|NE|POL|Neurovascular Mechanical Thrombectomy Device For Acute Ischemic Stroke Treatment|2||N|N||882.5600|1|A neurovascular mechanical thrombectomy device for acute ischemic stroke treatment is a prescription device used in the treatment of acute ischemic stroke to improve clinical outcomes. The device is delivered into the neurovasculature with an endovascular approach, mechanically removes thrombus from the body, and restores blood flow in the neurovasculature.|The device is delivered into the neurovasculature with an endovascular approach and mechanically removes thrombus from the body and restores blood flow.|The device is delivered into the neurovasculature with an endovascular approach and mechanically removes thrombus from the body and restores blood flow.|Neurovasculature|N|N
NE|NE|POM|Computerized Cognitive Assessment Aid For Concussion|2||N|N||882.1471|1|For use as an assessment aid in the management of concussion.|The device consists of a software program that administers a neurocognitive test battery to a subject in order to assess their cognitive status. The device may use off-the-shelf computers or a novel device.|Uses a software-based cognitive test battery as an assessment aid in the management of concussion.|Brain|N|N
NE|NE|POP|Cranial Motion Measurement Device|2||N|N||882.1630|1|A cranial motion measurement device is a prescription device that utilizes accelerometers to measure the motion or acceleration of the skull.  These measurements are not to be used for diagnostic purposes.|Accelerometer hardware. May include headset to aid in positioning. May include additional sensors (e.g. photoplethysmography). May include hardware and software to allow for data collection and review. Does not include software that outputs any clinical interpretation of the data.|Uses a headset containing accelerometers positioned around the head to measure motion or acceleration, and may use a photoplethysmography sensor to detect heartbeat.|Head|N|N
NE|NE|PPT|Cranial Surgical Planning And Instrument Guides|2||N|N||882.4310|1|Software and hardware for surgical planning to create patient-specific anatomical models, surgical templates, and guides for use in the marking or cutting of cranial bone for neurosurgical procedures.|Software and hardware|Pre-surgical planning including transferring, visualizing, and editing medical data. Patient-specific templates/guides are based on a pre-operative plan and are designed to fit a specific patient. These templates/guides are used to assist a surgeon in guiding the marking of bone and/or guiding surgical instruments.|Cranial bone|N|N
NE|PM|IKN|Electromyograph, Diagnostic|2||N|P||890.1375|1|||||N|N
NE|PM|IKT|Electrode, Needle, Diagnostic Electromyograph|2||N|Y||890.1385|1|||||N|N
NE|PM|NZY|Light, Lymphedema Reduction, Low Energy|2||N|N||890.5500|1|Intended for use as a tool as part of a therapy regime for the low level light treatment of post mastectomy lymphedema and indicated for use as a tool as part of a therapy regime for the treatment of post mastectomy lymphedema.|Unit is a hand-held battery powered treatment device, is non-thermal and is used in the contact mode.|Device is non-thermal and delivers a controlled series of 200 ns bursts of pulses of 904nm laser beam, which is in the near infrared spectrum that is invisible to the human eye|Arms of women who have been treated for cancer and have developed post mastectomy lymphedema|N|N
NE|PM|OTX|Foot Wrap For Treating Restless Leg Syndrome Symptoms|1||N|N||890.5760|4|Applying compression to the muscles of the foot for the purpose of affecting nerve impulses sent to the central nervous system.|Compressive wrap.|Applies pressure to the abductor hallucis and abductor hallucis brevis adequate to affect the peripheral nervous system.|Abductor hallucis and abductor hallucis brevis muscles.|N|N
NE|PM|PHL|Powered Exoskeleton|2||N|N||890.3480|1|A powered exoskeleton is a prescription device that is composed of an external, powered, motorized orthosis used for medical purposes that is placed over a person's paralyzed or weakened limbs for the purpose of providing ambulation.|The device is a wearable exoskeleton device that allows the user to enable ambulation over the course of the day.  The control of the device is achieved through a wrist-worn user-operated wireless communicator, tilt sensor and specific body movements|The movement of the swing leg is controlled by a seat of gears and DC motors at the knee and hip joints.  Minimizing energy expenditure with gait approximation is critical for maximizing battery life between charges.|The device legs consist of left and right interconnect hip and knee segments.  Multiple attachment straps are mounted along the length of each leg.  The pelvic band support provides a structure to join the two legs together and the pelvic strap helps hold the user firmly in the system.  A tilt sensor is mounted on the left side of the pelvic band.  The ankle/foot bed holds the calves of the user to the system.|N|N
NE|SU|ONO|Neurosurgical Laser With Mr Thermography|2||N|Y|M|878.4810|1|Laser device for use to necrotize or coagulate soft tissue through interstitial irradition or thermal therapy under mri guidance and real time mr thermography in neurosurgery.|Laser system under MRI guidance and MR thermography|Laser energy to necrotize or coagulate brain tissue.|Brain tissue|N|N
NE||BWK|Stimulator, Electro-Acupuncture|U|1|N|N|||1|||||N|N
NE||KGF|Adhesive, Tissue For Aneurysmorrhaphy|3||N|N|||2|||||Y|N
NE||KGG|Tissue Adhesive For Use In Embolization Of Brain Arteriovenous Malformations|3||N|N|||2|||||N|N
NE||LBK|Device, Neurosurgical Fragmentation And Aspiration|U|1|N|N|||1|||||N|N
NE||LEL|Device, Sleep Assessment|U|1|N|N|||1|||||N|N
NE||LGW|Stimulator, Spinal-Cord, Totally Implanted For Pain Relief|3||N|N|||2|||||Y|N
NE||LHY|Electrode, Stabilized Epidural Spinal|3||N|N|||2|||||Y|N
NE||LIH|Interferential Current Therapy|U|1|N|N|||1|||||N|N
NE||LII|Monitor, Intracranial Pressure, Implanted|3||N|N|||2|||||Y|N
NE||LKW|Laser, Neurosurgical|3||N|N|||3|||||N|N
NE||LLE|Stimulator, Spinal-Cord, Implanted For Peripheral Vascular Disease|3||N|N|||3|||||Y|N
NE||LLF|Laser, Neurosurgical, Argon|3||N|N|||3|||||N|N
NE||LLN|Device, Vibration Threshold Measurement|N|6|N|N|||4|||||N|N
NE||LME|Monitor, Blood-Flow, Cerebral, Thermal Diffusion|3||N|N|||3|||||N|N
NE||LQD|Recorder, Attention Task Performance|U|1|N|N|||1|||||N|N
NE||LQW|Test, Temperature Discrimination|N|6|N|N|||4|||||N|N
NE||LYI|Stimulator, Subcortical, Implanted  For Epilepsy|3||N|N|||3|||||Y|N
NE||LYJ|Stimulator, Autonomic Nerve, Implanted For Epilepsy|3||N|N|||2|||||Y|N
NE||MFE|Agent, Injectable, Embolic|3||N|N|||2|||||N|N
NE||MFR|Stimulator, Brain, Implanted, For Behavior Modification|f||N|N|||6|||||Y|N
NE||MHY|Stimulator, Electrical, Implanted, For Parkinsonian Tremor|3||N|N|||2|||||Y|N
NE||MHZ|Stimulator, Vestibular Acceleration, Therapeutic|3||N|N|||3|||||N|N
NE||MKD|Stimulator, Functional Walking Neuromuscular, Non-Invasive|3||N|N|||2|||||N|N
NE||MRU|Implanted Subcortical Electrical Stimulator (Motor Disorders)|f||N|N|||6|||||Y|N
NE||MUZ|Stimulator, Autonomic Nerve, Implanted (Depression)|3||N|N|||2|The device is indicated for the adjunctive long-term treatment of chronic or recurrent depression for patients 18 years of age or older who are experiencing a major depressive episode and have not had an adequate response to four or more adequate antidepressant treatments.||||Y|N
NE||MVV|Device, Acupressure|U|1|N|N|||1|||||N|N
NE||MXM|Cap,Cooling (Infants)|3||N|N|||2|Indicated for use in full-term infants with clinical evidence of moderate to severe hypoxic-ischemic encephalopathy (HIE)*.  Provides selective head cooling with mild systemic hypothermia to prevent or reduce the severity of neurologic injury associated with HIE.||||N|N
NE||NHL|Stimulator, Electrical, Implanted, For Parkinsonian Symptoms|3||N|N|||2|Bilateral stimulation of the internal globus pallidus (GPi) or the subthalamic nucleus (STN) using Medtronic Activa Parkinson's Control Therapy is indicated for adjunctive therapy in reducing some of the symptoms of advanced, levodopa-responsive Parkinsons disease that are not adequately controlled with medication.||||Y|N
NE||NJE|Intracranial Neurovascular Stent|f||N|N|||6|An intracranial neurovascular stent is a tubular device placed in the blood vessel of the intracranial cavity to treat a vascular abnormality.  It differs from other stents in that it is intended for intracranial use.||||Y|N
NE||NPE|Material, Embolization, Neurovascular, Polymerizing Or Precipitating|3||N|N|||2|This is an neurovascular embolization device which is placed in a blood vessel to permanently obstruct blood flow to an aneurysm or other vascular malformation.  It is unlike the coil or particulate embolization devices in that it polymerizes or precipitates in situ.  Particulate or coil-based embolic agents are delivered in pre-formed shapes and configurations.||||N|Y
NE||NQR|Sealant, Dural|3||N|N|||2|Dural sealants are devices intended to aid in preventing cerebrospinal fluid leakage through suture-approximated dural wound edges.  The sealant is sprayed or layered onto sutured dural wound edges and allowed to polymerize in place.||||Y|Y
NE||NZK|Stimulator, Low Electric Field, Tumor Treatment|3||N|N|||2|Intended to treat tumors by application of low electic fields and indicated for treatment of recurrent glioblastoma multiforme (gbm) in patients who have received maximum standard therapy with continued disease progress, as defined by tumor growth or decline in neurological status.|The device consists of sets of contact electrodes that are applied to the patient's shaved head, a connecting cable and a belt mounted control box and signal generator.  The sets are 3 electrodes each adn there can be 2 or 3 sets used at a time.|This is a battery powered device.  Electric fields that alter thier polarity at a frequency near 200kHz with an intensity near 0.7 V/cm are continuosly applied to the target tumor 24 hours a day for 6 months at a time.  This electric field creates, during mitosis process, disruption of the microtubules due to the focussing effect of the narrow neck of the dividing cell.|The device is currently used only on the human head.|N|Y
NE||OBA|Polymerizing, Neurovascular Embolization Material|f||N|N|||6|The neurovascular embolization device is placed in a blood vessel to permanenty obstruct blood flow to an intracranial aneurysm or other vascular malformation.   The device polymerizes or precipitates in situ.|the embolization agent is dissolved in DMSO (dimethyl sulfoxide, an organic solvent); ethylene vinyl alcohol co-polymer (EVOH, the embolization agent) upon contact with aqueous solutions such as blood or saline, precipitates in situ forming a spongy/solid embolus - the micro-catheter is threaded up through the femoral artery into the brain and to the site of the aneurysm.  The embolic solution (EVOH plus DMSO) is slowly infused, and thereby the material precipitates.|intravascular embolization|intracranial aneurysms as specified by indication statement|Y|Y
NE||OLM|Deep Brain Stimulator For Obsessive Compulsive Disorder (Ocd)|f||N|N|||6|The device is indicated for bilateral stimulation of the anterior limb of the internal capsule, this device is indicated as an adjunct to medications and as an alternative to anterior capsulotomy for treatment of chronic, severe, treatment-resistant Obsessive Compulsive Disorder (OCD) in adult patients who have failed at least three Selective Serotonin Reuptake Inhibitors (SSRIs).|Electrodes, extension and IPG|Deep brain stimulation|Anterior limb of the internal capsule in the brain|Y|N
NE||OUT|Intracranial Aneurysm Flow Diverter|3||N|N|||2|Treatment of wide-necked and larger or giant intracranial aneurysms.|metallic|interventional|neurovasculature|Y|N
NE||OUU|Polymeric Neurovascular Embolization |f||N|N|||6|Treatment of intracranial aneurysms|Polymer|Neurointerventional|Neurovasculature|Y|N
NE||OVC|Headframe|N|3|Y|N|||3|To enhance mechanical thrombus dissolution and acceleration of thrombolysis in patients suffering acute ischemic stroke.|made of mostly plastic and has an adjustable frame|Uses ultrasound transducers mounted on a headframe to deliver transcranial ultrasound at diagnostic levels.|Head|N|N
NE||PAX|Surgical Kit|f||N|N|||6|For creating arteriotomies during an intracranial vascular bypass procedure in patients 13 years of age or older with an aneurysm or a skull base tumor affecting a large [> 2.5 mm], intracranial artery that failed balloon test occlusion, cannot be sacrificed, or cannot be treated with conventional means due to local anatomy or complexity.|Arteriotomy SystemHUD and extension tubing for connection to a vacuum source. It is comprised of the catheter and the rings.      The Elana Surgical KitHUD should only be used with the US legally marketed Spectranetics XeCl (Xenon-Chloride) Excimer Laser System, Model CVX-300.|The surgeon attaches the ring  with the donor graft to the artery wall  using a fine suture. Apply suction. For about 2 minutes the catheter tip should be held in steady contact with the artery wall.  After the two minutes, the Excimer laser is activated). A train of pulses is delivered. When 200 pulses are delivered, the laser will stop automatically. The surgeon slowly removes the catheter and checks for a retrograde blood flow through the donor graft before occluding it.|Neurovascular arteries|N|N
NE||PFN|Implanted Brain Stimulator For Epilepsy|3||N|N|||2|For the treatment of epilepsy.|The main components of the device include implanted leads (depth and cortical), implanted neurostimulator, and external programmers.|Uses an implanted neurostimulator to sense ECoG activity and provide stimulation to depth and/or cortical leads.|seizure focii in the brain|Y|N
NE||PJS|Stimulator, Electrical, Implanted, For Essential Tremor|3||N|N|||2|Deep Brain Stimulation for the treatment of essential tremor|System components include implantable pulse generator, leads, extensions, patient programmer, and charger|Implantable pulse generator will produce electrical pulses which will stimulate deep brain structures through electrodes on leads.|Deep Brain Structures|Y|N
NE||PMP|Dorsal Root Ganglion Stimulator For Pain Relief|3||N|N|||2|Stimulation of the dorsal root ganglion for the treatment of chronic, intractable pain of the lower limbs.|Main components include implanted leads, implanted neurostimulator, and external programmers|Uses electrical stimulation to the dorsal root ganglion to relieve chronic, intractable pain|dorsal root ganglion|Y|N
NE||POH|Mr-Guided Focused Ultrasound System|3||N|N|||2|An MR-Guided Focused Ultrasound System is intended to use high intensity focused ultrasound (HiFU) to heat and ablate soft tissue in the brain to treat neurological disorders. MR imaging and thermal mapping are used to plan and monitor the use of the device during the procedure.|Transducer Array, Computer Workstation, Water Chiller, MR Table|Device uses high frequency ultrasound to heat and ablate soft tissue.|Brain|N|N
OB|CH|LNW|Paper, Obstetric Ph|1||N|N||862.1550|4|||||N|N
OB|CV|NAJ|Agents,Embolic,For Treatment Of Uterine Fibroids|2||N|N||870.3300|1|||||Y|N
OB|OB|FHG|Bell, Circumcision|2||N|N||884.4530|4|||||N|N
OB|OB|FHJ|Shield, Circumcision|2||N|N||884.4530|4|||||N|N
OB|OB|HCY|Curette, Uterine|1||N|N||884.4530|4|||||N|N
OB|OB|HCZ|Forceps, Surgical, Gynecological|2||N|P||884.4530|1|||||N|N
OB|OB|HDA|Forceps, Obstetrical|2||N|P||884.4400|4|||||N|N
OB|OB|HDB|Extractor, Vacuum, Fetal|2||N|P||884.4340|1|||||N|N
OB|OB|HDC|Tenaculum, Uterine|2||N|P||884.4530|1|||||N|N
OB|OB|HDD|Table, Obstetrical, Ac-Powered (And Accessories)|2||N|P||884.4900|1|||||N|N
OB|OB|HDE|Hook, Fibroid, Gynecological|1||N|N||884.4520|4|||||N|N
OB|OB|HDF|Speculum, Vaginal, Metal|1||N|N||884.4520|4|||||N|N
OB|OB|HDG|Speculum, Vaginal, Metal, Fiberoptic|1||N|N||884.4520|4|||||N|N
OB|OB|HDH|Needle, Cerclage, Gynecological|1||N|N||884.4530|4|||||N|N
OB|OB|HDI|Hook, Destructive, Obstetrical|2||N|P||884.4500|1|||||N|N
OB|OB|HDJ|Scissors, Umbilical|1||N|N||884.4520|4|||||N|N
OB|OB|HDK|Scissors, Episiotomy|1||N|N||884.4520|4|||||N|N
OB|OB|HDL|Retractor, Vaginal|1||N|N||884.4520|4|||||N|N
OB|OB|HDM|Packer, Uterine|1||N|N||884.4520|4|||||N|N
OB|OB|HDN|Dilator, Cervical, Expandable|3||N|N||884.4250|2|Call for PMAs to be filed by 12/26/96 per 61 FR 50708 on 9/27/96||||N|N
OB|OB|HDO|Valve, Tubal Occlusion|3||N|N||884.5380|2|Call for PMAs 12/30/87 (52 FR 36883 10/1/87))||||Y|N
OB|OB|HDP|Elevator, Uterine|2||N|P||884.4530|1|||||N|N
OB|OB|HDQ|Dilator, Cervical, Fixed Size|1||N|N||884.4530|4|||||N|N
OB|OB|HDR|Cap, Cervical|2||N|P||884.5250|1|||||N|N
OB|OB|HDT|Device, Intrauterine, Contraceptive And Introducer|3||N|N||884.5360|2|Called for PMAs in FR 5/5/86 PMAs to be filed by 8/4/86||||Y|N
OB|OB|HDW|Diaphragm, Contraceptive (And Accessories)|2||N|P||884.5350|1|||||N|N
OB|OB|HDX|Dilator, Vaginal|2||N|P||884.3900|1|||||N|N
OB|OB|HDY|Dilator, Cervical, Hygroscopic-Laminaria|2||N|P||884.4260|1|||||N|N
OB|OB|HDZ|Knife, Cervical Cone|2||N|P||884.4530|1|||||N|N
OB|OB|HEA|Clip, Drape, Lithotomy|2||N|P||884.4900|1|||||N|N
OB|OB|HEB|Tampon, Menstrual, Unscented|2||N|Y||884.5470|1|||||N|N
OB|OB|HEC|Insufflator, Vaginal|1||N|N||884.5920|4|||||N|N
OB|OB|HED|Douche Apparatus, Vaginal, Therapeutic|1||N|N||884.5900|4|||||N|N
OB|OB|HEE|Set, Anesthesia, Paracervical|2||N|P||884.5100|1|||||N|N
OB|OB|HEG|Set, Anesthesia, Pudendal|2||N|P||884.5100|1|||||N|N
OB|OB|HEH|Chamber, Decompression, Abdominal|3||N|N||884.5225|2|||||N|N
OB|OB|HEI|Monitor, Heart-Valve Movement, Fetal, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HEJ|Monitor, Hemic Sound, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HEK|Monitor, Heart Sound, Fetal, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HEL|Monitor, Heart Rate, Fetal, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HEM|Imager, Ultrasonic Obstetric-Gynecologic|2||N|Y|M|884.2225|1|||||N|N
OB|OB|HEN|Caliper, Fetal Head, Ultrasonic|2||N|Y|M|884.2225|1|||||N|N
OB|OB|HEO|Analyzer, Data, Obstetric|3||N|N||884.2050|2|Call for PMAs to be filed by 10/3/00 per 65 FR 41332 on 7/5/00||||N|N
OB|OB|HEP|Monitor, Blood-Flow, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HEQ|Monitor, Pressure, Arterial, Fetal, Ultrasonic|2||N|Y|M|884.2660|1|||||N|N
OB|OB|HER|Pelvimeter, External|1||N|N||884.4520|4|||||N|N
OB|OB|HES|Insufflator, Carbon-Dioxide, Uterotubal (And Accessories)|2||N|P||884.1300|1|||||N|N
OB|OB|HET|Laparoscope, Gynecologic (And Accessories)|2||N|Y|M|884.1720|1|||||N|N
OB|OB|HEW|Culdoscope (And Accessories)|2||N|N||884.1640|1|||||N|N
OB|OB|HEX|Colposcope (And Colpomicroscope)|2||N|P||884.1630|1|||||N|N
OB|OB|HEZ|Endoscope, Transcervical (Amnioscope)(And Accessories)|2||N|P||884.1660|1|||||N|N
OB|OB|HFA|Amnioscope, Transabdominal (Fetoscope) (And Accessories)|f||N|N||884.1600|6|||||N|N
OB|OB|HFB|Forceps, Biopsy, Gynecological|1||N|N||884.4530|4|||||N|N
OB|OB|HFC|Aspirator, Endocervical|2||N|P||884.1050|1|||||N|N
OB|OB|HFD|Washer, Endometrial|2||N|P||884.1185|1|||||N|N
OB|OB|HFE|Brush, Endometrial|2||N|P||884.1100|1|||||N|N
OB|OB|HFF|Aspirator, Endometrial|2||N|P||884.1060|1|||||N|N
OB|OB|HFG|Coagulator, Laparoscopic, Unipolar (And Accessories)|2||N|P||884.4160|1|||||N|N
OB|OB|HFH|Coagulator, Hysteroscopic (And Accessories)|2||N|P||884.4160|1|||||N|N
OB|OB|HFI|Coagulator, Culdoscopic (And Accessories)|2||N|P||884.4160|1|||||N|N
OB|OB|HFJ|Prosthesis, Fallopian Tube|2||N|N||884.3650|1|||||Y|N
